from,to
Resserdt,Ritzard
Resuele,Resula
Resull,Resula
Resulla,Resula
Reychje,Reyckje
Reycke,Rycke
Reyckje,Rycke
Reyert,Reyer
Reykaard,Rykert
Reykart,Rykert
Reykert,Richard
Reykje,Reyckje
Reymerich,Rymerick
Reymerig,Rymerick
Reyntie,Tryntie
Rezina,Rosina
Rezula,Resula
Rhem,Rem
Rhymey,Rhyme
Richart,Richard
Richerd,Richard
Richert,Richard
Rikkart,Rykert
Rimerig,Reimerig
Rimey,Rhyme
Ritsard,Ritzard
Ritzardt,Ritzard
Robard,Robert
Robbard,Robert
Robbart,Robert
Robben,Robin
Robberd,Robert
Robberdt,Robert
Robbert,Robert
Roberd,Robert
Robet,Robert
Robt,Robert
Rodger,Roger
Roelef,Roelof
Roelief,Roelof
Roeloff,Roelof
Roelofs,Roelof
Roetie,Ruth
Rohbert,Robert
Ropert,Robert
Rosanna,Rosina
Rosannah,Rosina
Rose,Roose
Rosella,Resula
Roselle,Resula
Ruben,Reuben
Rusje,Rasje
Russie,Rusje
Rutcher,Ritcher
Rutgerd,Ruthgert
Rutgers,Rutger
Rutgert,Rutger
Rutgerts,Rutger
Ruthgerd,Ruthgert
Ruthie,Ruth
Ruthje,Ruth
Rutie,Ruth
Rychard,Richard
Rychardt,Richard
Ryck,Rycke
Ryckardt,Richard
Rycke,Rycke
Ryckert,Rykert
Ryckie,Reyckje
Ryckje,Rycke
Ryer,Reyer
Ryk,Rycke
Rykard,Rykert
Rykart,Rykert
Rykhard,Rykert
Rykhart,Rykert
Rymerich,Rymerick
Rymier,Reynier
Rynier,Reynier
Ryntie,Tryntie
Saar,Sara
Saara,Sara
Sacharia,Zacharias
Sacharias,Zacharias
Sacharius,Zacharias
Saertie,Saartje
Saertje,Saartje
Saertye,Saraatie
Saes,Sas
Safeiia,Sophia
Safeija,Sophia
Safya,Sophia
Safytie,Sophia
Saintie,Santie
Salamon,Solomon
Salia,Celia
Salla,Sally
Salloma,Salome
Salmon,Solomon
Saloman,Solomon
Salomo,Solomon
Salomom,Solomon
Salomon,Solomon
Sam,Samuel
Samel,Samuel
Saml,Samuel
Sammiel,Samuel
Sammuel,Samuel
Sammul,Samuel
Samual,Samuel
Sander,Sanders
Sanitie,Santie
Sapheya,Sophia
Saphia,Sophia
Saraatie,Saartje
Sarag,Sara
Sarah,Sara
Sarai,Sara
Saratie,Saraatie
Sare,Sara
Sarel,Zarel
Sarertje,Saartje
Sartie,Saraatie
Sary,Sara
Saunders,Sanders
Scharlotta,Charlotte
Scherlotta,Charlotte
Scherlotte,Charlotte
Schiboleth,Schibboleth
Sebastiaen,Sebastian
Seeltie,Celitie
Sefya,Sophia
Seintie,Santie
Seitie,Sytie
Selia,Celia
Selitie,Seeltie
Sellei,Sally
Selley,Sally
Selli,Sally
Selly,Sally
Sely,Sally
Serrey,Sara
Servaas,Servaes
Servas,Servaes
Setie,Sytie
Setphen,Stephan
Seu,Seeuw
Seweer,Sweer
Seybout,Sybout
Seybrant,Sybrand
Seyfya,Sophia
Seyntie,Santie
Seytie,Sytie
Sibi,Sibe
Sibilla,Sybil
Sibouwt,Sybout
Sibrant,Sybrand
Sibyl,Sybil
Sibylla,Sybil
Siman,Simon
Simen,Simon
Simeon,Simon
Simion,Simon
Simons,Simon
Simson,Simon
Sjarel,Charles
Sjeems,James
Sjems,James
Soert,Sjoert
Sofia,Sophia
Sofitie,Sefytie
Sofya,Sophia
Soickje,Seche
Sophiade,Sophia
Sophy,Sophia
Sophya,Sophia
Sosanna,Susannah
Sosanne,Susannah
Sourt,Soert
Souword,Soert
Sowchey,Seche
Staas,Staats
Staat,Staats
Staes,Staats
Staets,Staats
Steats,Staats
Stefanes,Stephan
Stefanis,Stephan
Stefanus,Stephan
Step,Stephan
Steph,Stephan
Stephanes,Stephan
Stephanis,Stephan
Stephanus,Stephan
Stephen,Stephan
Stepheyn,Stephan
Stevanis,Stephan
Stevanus,Stephan
Steve,Stephan
Steven,Stephan
Stevin,Stephan
Steyntie,Syntie
Steyntje,Stintie
Stie,Sytie
Stoffel,Christofel
Stynte,Stintie
Styntie,Stintie
Styntje,Stintie
Suanna,Susannah
Sucanna,Susannah
Sus,Susannah
Susaanna,Susannah
Susan,Susannah
Susana,Susannah
Susanah,Susannah
Susane,Susannah
Susanne,Susannah
Susanneke,Susannah
Sussanna,Susannah
Suster,Sister
Suzana,Susannah
Suzanna,Susannah
Suzannah,Susannah
Suzanneke,Susannah
Swaantje,Swantje
Sybert,Sibert
Syboudt,Sybout
Sybrant,Sybrand
Syfeytie,Sefytie
Syles,Sylas
Sylvester,Silvester
Syme,Simon
Symen,Simon
Symeon,Simon
Symon,Simon
Sytie,Sytie
Sytje,Sytie
Tammes,Thomas
Tammus,Thomas
Tanna,Dinah
Tanneca,Tanneke
Tanneke,Janneke
Tanneken,Tanneke
Tannetie,Annatie
Tatie,Tietie
Tbeophilus,Theophilus
teendert,Leendert
Tempie,Tempje
Tenneke,Tanneke
Teophilus,Theophilus
Terrenz,Terrence
Terrins,Terrence
Teryntie,Tryntie
Thanneke,Tanneke
Theodorus,Theodore
Theophilis,Theophilus
Therrens,Terrence
Theunis,Teunis
Theuntie,Teuntie
Theuntje,Teuntje
Thielman,Tieleman
Thileman,Tieleman
Thimotheus,Timotheus
Thoams,Thomas
Thom,Thomas
Thoms,Thomas
Thomus,Thomas
Thovet,Thauvet
Thryntie,Tryntie
Thuennus,Teunis
Thunis,Teunis
Thunnis,Teunis
Thymon,Thymen
Thys,Tys
Thysje,Tysje
Tieite,Tietie
Tierk,Dirk
Tiesje,Tysje
Tileman,Tieleman
Timon,Thymen
Timothens,Timotheus
Timothey,Timotheus
Timothy,Timothey
Titia,Tietie
Titie,Tietie
Titje,Tietie
Titye,Tietie
Tjaadje,Tietie
Tjaatie,Tietie
Tjaatje,Tietie
Tjaetje,Tietie
Tjatie,Tietie
Tjerck,Dirk
Tjerk,Dirk
Tmaria,Maria
Tobais,Tobias
Tobs,Tobias
Tobyas,Tobias
Tohannes,Johannes
Tomas,Thomas
Tomes,Thomas
Tomus,Thomas
Tonie,Antoine
Tonis,Teunis
Treintie,Tryntie
Treintye,Tryntie
Treyntie,Tryntie
Treyntje,Tryntie
Trientien,Tryntie
Trintie,Tryntie
Triny,Trina
Tryn,Tryntie
Trynitie,Tryntie
Trynte,Tryntie
Trynti,Tryntie
Tryntje,Tryntie
Trytie,Tryntie
tSara,Sara
Tuenes,Teunis
Tuentie,Teuntie
Tuinis,Teunis
Tunis,Teunis
Tuonis,Teunis
Turk,Dirk
Turkje,Dirckje
Tymen,Thymen
Tymon,Thymen
Tyna,Dinah
Tyne,Dinah
Tyryntie,Tryntie
Tysie,Tysje
Tytie,Tietie
Ulryk,Ulrick
Unice,Eunice
Ursela,Ursula
Urselina,Ursula
Ursella,Ursula
Urseltie,Ursula
Ursulina,Ursula
Valentine,Valentyn
Valenty,Valentyn
Veronika,Veronica
Vicktoor,Victor
Victoor,Victor
Viktoor,Victor
Vincentius,Vincent
Volckert,Volkert
Volker,Volkert
Volkerd,Volkert
Volkhard,Volkert
Volkhert,Volkert
Volkia,Volkie
Volkie,Volkie
Volkje,Volkie
Vrederik,Frederick
Vredrik,Frederick
Vroutie,Vrouwtie
Vrowtie,Vrouwtie
Walder,Walter
Waldrom,Waldron
Walters,Walter
Walther,Walter
Wandel,Wendel
Warnaer,Warner
Warnar,Warner
Warnert,Warnard
Weintie,Wyntie
Weintje,Wyntie
Wendell,Wendel
Weynant,Wynant
Weynt,Wyntie
Weyntie,Wyntie
Weyntje,Wyntje
Whilliam,William
Whouter,Wouter
Wid,Widow
Wierd,Wiert
Wierdt,Wiert
Wiety,Weety
Wife,wife
Wiil,Will
Wilem,William
Wilemeintie,Willemtie
Wilempje,Willempie
Wilhalmas,Wilhelm
Wilham,William
Wilhelmas,Wilhelm
Wilhelmes,Wilhelm
Wilhelmis,Wilhelm
Wilhelmu,Wilhelm
Wilhelmus,Wilhelm
Wilhelrnus,Wilhelm
Wilhem,Wilhelm
Wilhemina,Wilhelmina
Willam,William
Willelmus,Wilhelm
Willelpie,Willempie
Willem,William
Willemeintie,Willemtie
Willemeyntje,Willemtie
Willemina,Wilhelmina
Willemje,Willempie
Willemke,Willemtie
Willempe,Willempie
Willempi,Willemtie
Willempie,Willemtie
Willemptie,Willemtie
Willemptje,Willemtie
Willemtie,Willemtie
Willemtje,Willemtie
Willemyna,Willemina
Willemyntie,Willemtie
Willemyntje,Willemtie
Williampe,Willempie
Williams,Wilhelm
Williem,William
Willim,William
Willimina,Willemina
Willimintie,Willemtie
Willimpie,Willempie
Willimpje,Willempie
Willimtie,Willempie
Willimyntie,Willemtie
Willipe,Willempie
Willium,William
Willliam,William
Willm,William
Willum,William
Wilm,William
Wilyem,William
Wilyum,William
Winant,Wynant
Wintie,Wyntie
Wintye,Wyntie
Wlizabeth,Elizabeth
Wolferts,Wolfert
Wolffert,Wolfert
Wolphert,Wolfert
Wolter,Walter
Wolvert,Wolfert
Wulter,Walter
Wusanna,Susannah
Wybrug,Wyburg
Wyentie,Wyntie
Wynand,Wynant
Wynandt,Wynant
Wyntje,Wyntie
Yda,Ida
Yellis,Jellis
Ysaac,Isaac
Ysaak,Isaac
Ysack,Isaac
Ysbrant,Sybrand
Ytie,Ida
Yzaac,Isaac
Yzac,Isaac
Yzak,Isaac
Zaarel,Zarel
Zaartie,Saraatie
Zaccharias,Zacharias
Zacharia,Zacharias
Zacharius,Zacharias
Zachary,Zacharias
Zandaer,Zander
Zanneke,Janneke
Zantie,Santie
Zara,Sara
Zarah,Sara
Zaria,Sara
Zebrand,Sybrand
Zebrant,Sybrand
Zefeytie,Sefytie
Zeffya,Sophia
Zefya,Sophia
Zeittje,Sytie
Zephia,Sophia
Zephrinus,Zepherinus
Zeybrand,Sybrand
Zeyfitie,Sefytie
Zeyntie,Santie
Zeytie,Sytie
Zharel,Zarel
Zusanna,Susannah
Zusannah,Susannah
Zuster,Sister
Zuz,Susannah
Zuzanna,Susannah
Zwaantje,Swantje
Zydtie,Sytie
Zyfitie,Sophia
Zyfya,Sophia
Zytie,Sytie
